01_SI_0116;"Desp.axial eje turbina alta presion ""a"" / Bearing #4 radial vibration (x axis)";Err:511;mil;#ADDIN?
01_SI_0117;"Desp.axial eje turbina alta presion ""b""/ Bearing #4 radial vibration (x axis)";Err:511;mil;#ADDIN?
01_SI_0118;"Desp.axial eje turbina baja presion ""a"" / Bearing #4 radial vibration (x axis)";Err:511;mil;#ADDIN?
01_SI_0119;"Desp.axial eje turbina baja presion ""b"" / Bearing #4 radial vibration (x axis)";Err:511;mil;#ADDIN?
01_XI_0201;Vib. Radial engra.l/acople turb. (h) /  Gear-box wheel shaft radial vibration proximitor;Err:511;mil pp;#ADDIN?
01_XI_0202;Vib. Radial engra.l/acople turb. (v) / Gear-box wheel shaft radial vibration proximitor;Err:511;mil pp;#ADDIN?
01_XI_0203;Vib. Radial engra.l/empuje baja.vel. (h) / Gear-box wheel shaft radial vibration proximitor;Err:511;mil pp;#ADDIN?
01_XI_0204;Vib. Radial engra.l/empuje baja.vel. (v) Gear-box wheel shaft radial vibration proximitor;Err:511;mil pp;#ADDIN?
01_XI_0208;Vib. Radial engra.l/acople comp. (v) / Gear-box pinion shaft radial vibration proximitor;Err:511;mil pp;#ADDIN?
01_XI_0207;Vib. Radial engra.l/acople comp. (h) / Gear-box pinion shaft radial vibration proximitor;Err:511;mil pp;#ADDIN?
01_XI_0206;Vib. Radial engra.l/empuje alta.vel. (v) / Gear-box pinion shaft radial vibration proximitor;Err:511;mil pp;#ADDIN?
01_XI_0205;Vib. Radial engra.l/empuje alta.vel. (h) / Gear-box pinion shaft radial vibration proximitor;Err:511;mil pp;#ADDIN?
01_YI_0201;Acel. Base caja engranaje  alta.vel (g) / Gear-box casing acceleration proximitor (high speed);Err:511;g pk;#ADDIN?
01_YI_0202;Acel. Base caja engranaje  baja.vel (g) / Gear-box casing acceleration proximitor (low speed);Err:511;g pk;#ADDIN?
01_XI_0209;Vib. Radial comp.1era etapa l/ engra. (v) / Compr. K 01 shaft radial vibration  proximitor;Err:511;mil pp;#ADDIN?
01_XI_0210;Vib. Radial comp.1era etapa l/ engra. (h) / Compr. K 01 shaft radial vibration  proximitor;Err:511;mil pp;#ADDIN?
01_XI_0211;Vib. Radial comp.1era etapa l/ empuje. (v) / Compr. K 01 shaft radial vibration  proximitor;Err:511;mil pp;#ADDIN?
01_XI_0212;Vib. Radial comp.1era etapa l/ empuje. (h) / Compr. K 01 shaft radial vibration  proximitor;Err:511;mil pp;#ADDIN?
01_XI_0213;Vib. Radial comp.2da etapa l/ 1era.etapa (v)  / Compr. K 02 shaft radial vibration   proximitor;Err:511;mil pp;#ADDIN?
01_XI_0214;Vib. Radial comp.2da etapa l/ 1era.etapa. (h)  / Compr. K 02 shaft radial vibration   proximitor;Err:511;mil pp;#ADDIN?
01_XI_0215;Vib. Radial comp.2da etapa l/ empuje (v)  / Compr. K 02 shaft radial vibration   proximitor;Err:511;mil pp;#ADDIN?
01_XI_0216;Vib. Radial comp.2da etapa l/ empuje. (h)  / Compr. K 02 shaft radial vibration   proximitor;Err:511;mil pp;#ADDIN?
01_XI_0217;Vib. Radial comp.3era etapa l/ 2da.etapa (v) / Compr. K 03 shaft radial vibration   proximitor;Err:511;mil pp;#ADDIN?
01_XI_0218;Vib. Radial comp.3era etapa l/ 2da.etapa. (h) / Compr. K 03 shaft radial vibration   proximitor;Err:511;mil pp;#ADDIN?
01_XI_0219;Vib. Radial comp.3era etapa l/ empuje (v) / Compr. K 03 shaft radial vibration  proximitor;Err:511;mil pp;#ADDIN?
01_XI_0220;Vib. Radial comp.3era etapa l/ empuje. (h) / Compr. K 03 shaft radial vibration   proximitor;Err:511;mil pp;#ADDIN?
01_ZI_0201;Desp.axial engranaje l/ baja vel. / Gear-box wheel shaft axial displacement proximitor ;Err:511;mil;#ADDIN?
01_ZI_0202;Desp.axial engranaje l/ baja.vel. / Gear-box wheel shaft axial displacement proximitor;Err:511;mil;#ADDIN?
01_ZI_0203;Desp.axial engranaje l/ alta. Vel. / Gear-box pinion shaft axial displacement proximitor;Err:511;mil;#ADDIN?
01_ZI_0204;Desp.axial engranaje l/ alta.vel. / Gear-box pinion shaft axial displacement proximitor;Err:511;mil;#ADDIN?
01_ZI_0205;Desp.axial eje comp. 1era etapa. / Compr. K 01 shaft axial displacement  proximitor;Err:511;mil;#ADDIN?
01_ZI_0206;Desp.axial eje comp. 1era etapa. / Compr. K 01 shaft axial displacement  proximitor;Err:511;mil;#ADDIN?
01_ZI_0207;Desp.axial eje comp. 2era etapa. / Compr. K 02 shaft axial displacement  proximitor;Err:511;mil;#ADDIN?
01_ZI_0208;Desp.axial eje comp. 2era etapa. / Compr. K 02 shaft axial displacement  proximitor;Err:511;mil;#ADDIN?
01_ZI_0209;Desp.axial eje comp. 3era etapa. / Compr. K 03 shaft axial displacement  proximitor;Err:511;mil;#ADDIN?
01_ZI_0210;Desp.axial eje comp. 3era etapa. / Compr. K 03 shaft axial displacement  proximitor;Err:511;mil;#ADDIN?
